category,model,horizon,fold,MAPE,WAPE,sMAPE,MAE,RMSE,true_MASE
Total_Cases,ARIMA,3,4,8.734546271439665,9.240665244163296,9.32537273034335,1441.944206916752,1800.2562846061908,0.7686525840635693
Total_Cases,SARIMA,3,0,10.637971402153514,10.460710210989143,10.001929597872856,1735.5364311052435,2044.7281789084977,0.5928559643958816
Total_Cases,SARIMA,3,1,5.628340873994788,5.511021208616218,5.412639376491823,971.6297792204483,1155.070395121336,0.3965134517243678
Total_Cases,SARIMA,3,2,7.856475963151145,7.593647248271003,7.403137338504985,1219.387875127383,1526.911620492318,0.5586972904417068
Total_Cases,SARIMA,3,3,4.169348915652396,4.157119476268332,4.12100745674015,719.6666666666666,724.5713675454383,0.3613993973886843
Total_Cases,SARIMA,3,4,4.145235657845517,3.7745925277165795,3.9518205820997783,589.0,909.3303396822668,0.31397634516075296
Total_Cases,LGBM,3,0,12.82717255628938,12.661890126415546,12.206495018648758,2100.7341908736453,2192.272083594271,0.717606828844651
Total_Cases,LGBM,3,1,9.278331145523094,9.452274761805592,9.932665945311264,1666.4990556714358,1998.6782618180418,0.6800834093309085
Total_Cases,LGBM,3,2,7.350165028154167,7.29252541401013,7.19688897248164,1171.0337309817708,1215.956908580502,0.5365424618864704
Total_Cases,LGBM,3,3,4.410191882585818,4.48518461125257,4.548808769802296,776.460209284689,999.4867655247322,0.3899197569223413
Total_Cases,LGBM,3,4,9.223001485425035,8.56854366126701,8.553168060922902,1337.064114716337,1724.1998725338485,0.7127444889375776
Total_Cases,Ensemble,3,0,5.328278751241267,5.578756053352691,5.549919572523994,925.5714168117635,1274.5171892271458,0.3161734464898278
Total_Cases,Ensemble,3,1,3.7484445557317927,3.7696569482486777,3.7494969149100372,664.6156510225761,679.7368517154796,0.2712237227521293
Total_Cases,Ensemble,3,2,3.644985246387665,3.8446375732446603,3.7834032036370013,617.3719015116403,906.5039156906612,0.2828665231178925
Total_Cases,Ensemble,3,3,3.720631854843322,3.7624177543492285,3.8037123085153954,651.3372202404365,763.8633261377572,0.32708598271197015
Total_Cases,Ensemble,3,4,6.307796878499648,6.322533191457466,6.327178617653749,986.5891543056823,1084.1242761648227,0.5259179233346966
Total_Cases,Naive,6,0,14.081402481061733,14.315660756397799,15.275177750984462,2458.5,2612.705526205865,0.8398189530017934
Total_Cases,Naive,6,1,6.441720094459967,5.922172558310793,6.036342628426961,991.5,1475.6082926486058,0.4046223116999714
Total_Cases,Naive,6,2,13.855134796828802,14.157518288278062,15.04628961029573,2319.1666666666665,2518.0764814966733,1.062592272056203
Total_Cases,Naive,6,3,9.037241094708932,9.062526017816905,9.162423430954949,1451.3333333333333,1594.9660393458748,0.7288249079343823
Total_Cases,Naive,6,4,9.406182150169958,9.689544027633314,9.969150521321557,1538.1666666666667,1735.8561288309581,0.8199455827641735
Total_Cases,SNaive,6,0,3.068598015955593,3.1589367339214176,3.1692725452894566,542.5,806.4602697384829,0.18531697457940732
Total_Cases,SNaive,6,1,5.053632824491958,5.036186077070819,5.230249209748017,843.1666666666666,1071.3756732973422,0.34408880062029845
Total_Cases,SNaive,6,2,5.251139892971652,5.152258182669069,5.051576459100642,844.0,1035.7176256103785,0.3867026421626024
Total_Cases,SNaive,6,3,7.054578140177388,6.669927566397399,6.685935182063753,1068.1666666666667,1334.5856410636723,0.5364077669902914
Total_Cases,SNaive,6,4,4.34046214404801,4.149212048673405,4.130436647070235,658.6666666666666,1020.6189298655987,0.35111333222277746
Total_Cases,ETS,6,0,14.422298927558899,14.750773986702495,15.889365067595007,2533.2241706063774,2882.4198871557696,0.8653445884390826
Total_Cases,ETS,6,1,12.682474692962248,12.23221876234161,11.77686308697754,2047.9384522225234,2205.2933156405,0.8357454268860706
Total_Cases,ETS,6,2,8.778192227164672,9.034167532315996,9.336997740538212,1479.9020404145856,1750.4521871150532,0.6780592762679464
Total_Cases,ETS,6,3,10.308148485198739,9.580467114152398,9.5164563145786,1534.279873441142,1909.7796906124786,0.770478677657085
Total_Cases,ETS,6,4,7.042267020613664,7.170706379207668,7.322924111669342,1138.3137841673333,1305.4577094618105,0.6067972862461214
Total_Cases,Theta,6,0,12.422987669315635,12.67758787458224,13.392610144659953,2177.1855536414023,2369.939816141812,0.7437224698595698
Total_Cases,Theta,6,1,6.564215947112949,6.043748620454128,6.153510570601506,1011.8544669508077,1467.4729606352064,0.41292878822146056
Total_Cases,Theta,6,2,9.09695668497153,9.41994406615684,9.699829207813398,1543.0967373839446,1834.6505951055544,0.7070137268469939
Total_Cases,Theta,6,3,8.249628685449109,7.946086406214461,8.03162466858027,1272.539251000572,1500.0817278150266,0.6390387936059116
Total_Cases,Theta,6,4,9.594806973153556,9.878548045033755,10.17599865969876,1568.1701094088996,1762.7610395994895,0.8359394219737596
Total_Cases,ARIMA,6,0,13.338175560061446,13.573271805460541,14.41791993124365,2331.0058335107888,2491.750162716598,0.796267186715519
Total_Cases,ARIMA,6,1,6.67700601927802,6.144112317780637,6.2494474785113985,1028.657524430041,1500.498786584339,0.41978596619511144
Total_Cases,ARIMA,6,2,11.996461072666731,12.303263058143807,12.921762539682438,2015.4180269929877,2238.910408466321,0.9234211802136583
Total_Cases,ARIMA,6,3,8.581397387549487,8.456706862869053,8.543995690649727,1354.313415065617,1530.7241038473444,0.6801038241039256
